meter_reading_id,customer_id,meter_number,read_timestamp,meter_reading,year,month,day,hour
1701,1,MTR000001,2024-01-01 17:00:00,1029.67,2024,1,1,17
1702,2,MTR000002,2024-01-01 17:00:00,1023.06,2024,1,1,17
1703,3,MTR000003,2024-01-01 17:00:00,1031.42,2024,1,1,17
1704,4,MTR000004,2024-01-01 17:00:00,1022.63,2024,1,1,17
1705,5,MTR000005,2024-01-01 17:00:00,1023.55,2024,1,1,17
1706,6,MTR000006,2024-01-01 17:00:00,1023.9,2024,1,1,17
1707,7,MTR000007,2024-01-01 17:00:00,1027.49,2024,1,1,17
1708,8,MTR000008,2024-01-01 17:00:00,1025.01,2024,1,1,17
1709,9,MTR000009,2024-01-01 17:00:00,1024.01,2024,1,1,17
1710,10,MTR000010,2024-01-01 17:00:00,1029.56,2024,1,1,17
1711,11,MTR000011,2024-01-01 17:00:00,1026.75,2024,1,1,17
1712,12,MTR000012,2024-01-01 17:00:00,1029.9,2024,1,1,17
1713,13,MTR000013,2024-01-01 17:00:00,1028.36,2024,1,1,17
1714,14,MTR000014,2024-01-01 17:00:00,1031.24,2024,1,1,17
1715,15,MTR000015,2024-01-01 17:00:00,1026.84,2024,1,1,17
1716,16,MTR000016,2024-01-01 17:00:00,1021.25,2024,1,1,17
1717,17,MTR000017,2024-01-01 17:00:00,1028.44,2024,1,1,17
1718,18,MTR000018,2024-01-01 17:00:00,1030.52,2024,1,1,17
1719,19,MTR000019,2024-01-01 17:00:00,1029.53,2024,1,1,17
1720,20,MTR000020,2024-01-01 17:00:00,1028.62,2024,1,1,17
1721,21,MTR000021,2024-01-01 17:00:00,1029.55,2024,1,1,17
1722,22,MTR000022,2024-01-01 17:00:00,1028.08,2024,1,1,17
1723,23,MTR000023,2024-01-01 17:00:00,1028.04,2024,1,1,17
1724,24,MTR000024,2024-01-01 17:00:00,1022.15,2024,1,1,17
1725,25,MTR000025,2024-01-01 17:00:00,1028.71,2024,1,1,17
1726,26,MTR000026,2024-01-01 17:00:00,1030.0,2024,1,1,17
1727,27,MTR000027,2024-01-01 17:00:00,1029.07,2024,1,1,17
1728,28,MTR000028,2024-01-01 17:00:00,1031.8,2024,1,1,17
1729,29,MTR000029,2024-01-01 17:00:00,1032.68,2024,1,1,17
1730,30,MTR000030,2024-01-01 17:00:00,1033.03,2024,1,1,17
1731,31,MTR000031,2024-01-01 17:00:00,1029.59,2024,1,1,17
1732,32,MTR000032,2024-01-01 17:00:00,1025.45,2024,1,1,17
1733,33,MTR000033,2024-01-01 17:00:00,1027.55,2024,1,1,17
1734,34,MTR000034,2024-01-01 17:00:00,1021.24,2024,1,1,17
1735,35,MTR000035,2024-01-01 17:00:00,1030.16,2024,1,1,17
1736,36,MTR000036,2024-01-01 17:00:00,1021.93,2024,1,1,17
1737,37,MTR000037,2024-01-01 17:00:00,1025.77,2024,1,1,17
1738,38,MTR000038,2024-01-01 17:00:00,1028.59,2024,1,1,17
1739,39,MTR000039,2024-01-01 17:00:00,1026.81,2024,1,1,17
1740,40,MTR000040,2024-01-01 17:00:00,1022.87,2024,1,1,17
1741,41,MTR000041,2024-01-01 17:00:00,1024.93,2024,1,1,17
1742,42,MTR000042,2024-01-01 17:00:00,1024.99,2024,1,1,17
1743,43,MTR000043,2024-01-01 17:00:00,1026.86,2024,1,1,17
1744,44,MTR000044,2024-01-01 17:00:00,1032.03,2024,1,1,17
1745,45,MTR000045,2024-01-01 17:00:00,1026.1,2024,1,1,17
1746,46,MTR000046,2024-01-01 17:00:00,1030.33,2024,1,1,17
1747,47,MTR000047,2024-01-01 17:00:00,1026.98,2024,1,1,17
1748,48,MTR000048,2024-01-01 17:00:00,1025.1,2024,1,1,17
1749,49,MTR000049,2024-01-01 17:00:00,1030.63,2024,1,1,17
1750,50,MTR000050,2024-01-01 17:00:00,1032.52,2024,1,1,17
1751,51,MTR000051,2024-01-01 17:00:00,1028.05,2024,1,1,17
1752,52,MTR000052,2024-01-01 17:00:00,1025.61,2024,1,1,17
1753,53,MTR000053,2024-01-01 17:00:00,1028.27,2024,1,1,17
1754,54,MTR000054,2024-01-01 17:00:00,1030.09,2024,1,1,17
1755,55,MTR000055,2024-01-01 17:00:00,1028.1,2024,1,1,17
1756,56,MTR000056,2024-01-01 17:00:00,1028.85,2024,1,1,17
1757,57,MTR000057,2024-01-01 17:00:00,1024.51,2024,1,1,17
1758,58,MTR000058,2024-01-01 17:00:00,1029.6,2024,1,1,17
1759,59,MTR000059,2024-01-01 17:00:00,1028.98,2024,1,1,17
1760,60,MTR000060,2024-01-01 17:00:00,1024.08,2024,1,1,17
1761,61,MTR000061,2024-01-01 17:00:00,1027.81,2024,1,1,17
1762,62,MTR000062,2024-01-01 17:00:00,1027.24,2024,1,1,17
1763,63,MTR000063,2024-01-01 17:00:00,1032.9,2024,1,1,17
1764,64,MTR000064,2024-01-01 17:00:00,1030.96,2024,1,1,17
1765,65,MTR000065,2024-01-01 17:00:00,1026.18,2024,1,1,17
1766,66,MTR000066,2024-01-01 17:00:00,1030.67,2024,1,1,17
1767,67,MTR000067,2024-01-01 17:00:00,1030.45,2024,1,1,17
1768,68,MTR000068,2024-01-01 17:00:00,1023.91,2024,1,1,17
1769,69,MTR000069,2024-01-01 17:00:00,1026.16,2024,1,1,17
1770,70,MTR000070,2024-01-01 17:00:00,1022.83,2024,1,1,17
1771,71,MTR000071,2024-01-01 17:00:00,1033.21,2024,1,1,17
1772,72,MTR000072,2024-01-01 17:00:00,1027.92,2024,1,1,17
1773,73,MTR000073,2024-01-01 17:00:00,1030.95,2024,1,1,17
1774,74,MTR000074,2024-01-01 17:00:00,1027.4,2024,1,1,17
1775,75,MTR000075,2024-01-01 17:00:00,1022.19,2024,1,1,17
1776,76,MTR000076,2024-01-01 17:00:00,1028.36,2024,1,1,17
1777,77,MTR000077,2024-01-01 17:00:00,1028.26,2024,1,1,17
1778,78,MTR000078,2024-01-01 17:00:00,1026.54,2024,1,1,17
1779,79,MTR000079,2024-01-01 17:00:00,1029.91,2024,1,1,17
