meter_reading_id,customer_id,meter_number,read_timestamp,meter_reading,year,month,day,hour
101,1,MTR000001,2024-01-01 01:00:00,1005.45,2024,1,1,1
102,2,MTR000002,2024-01-01 01:00:00,1004.03,2024,1,1,1
103,3,MTR000003,2024-01-01 01:00:00,1003.88,2024,1,1,1
104,4,MTR000004,2024-01-01 01:00:00,1004.72,2024,1,1,1
105,5,MTR000005,2024-01-01 01:00:00,1002.05,2024,1,1,1
106,6,MTR000006,2024-01-01 01:00:00,1003.15,2024,1,1,1
107,7,MTR000007,2024-01-01 01:00:00,1003.8,2024,1,1,1
108,8,MTR000008,2024-01-01 01:00:00,1001.55,2024,1,1,1
109,9,MTR000009,2024-01-01 01:00:00,1003.46,2024,1,1,1
110,10,MTR000010,2024-01-01 01:00:00,1000.81,2024,1,1,1
111,11,MTR000011,2024-01-01 01:00:00,1005.78,2024,1,1,1
112,12,MTR000012,2024-01-01 01:00:00,1002.76,2024,1,1,1
113,13,MTR000013,2024-01-01 01:00:00,1002.67,2024,1,1,1
114,14,MTR000014,2024-01-01 01:00:00,1003.23,2024,1,1,1
115,15,MTR000015,2024-01-01 01:00:00,1004.19,2024,1,1,1
116,16,MTR000016,2024-01-01 01:00:00,1003.14,2024,1,1,1
117,17,MTR000017,2024-01-01 01:00:00,1003.71,2024,1,1,1
118,18,MTR000018,2024-01-01 01:00:00,1004.42,2024,1,1,1
119,19,MTR000019,2024-01-01 01:00:00,1002.2,2024,1,1,1
120,20,MTR000020,2024-01-01 01:00:00,1001.86,2024,1,1,1
121,21,MTR000021,2024-01-01 01:00:00,1003.79,2024,1,1,1
122,22,MTR000022,2024-01-01 01:00:00,1004.18,2024,1,1,1
123,23,MTR000023,2024-01-01 01:00:00,1004.33,2024,1,1,1
124,24,MTR000024,2024-01-01 01:00:00,1004.11,2024,1,1,1
125,25,MTR000025,2024-01-01 01:00:00,1003.7,2024,1,1,1
126,26,MTR000026,2024-01-01 01:00:00,1002.01,2024,1,1,1
127,27,MTR000027,2024-01-01 01:00:00,1003.22,2024,1,1,1
128,28,MTR000028,2024-01-01 01:00:00,1003.47,2024,1,1,1
129,29,MTR000029,2024-01-01 01:00:00,1003.85,2024,1,1,1
130,30,MTR000030,2024-01-01 01:00:00,1003.32,2024,1,1,1
131,31,MTR000031,2024-01-01 01:00:00,1002.91,2024,1,1,1
132,32,MTR000032,2024-01-01 01:00:00,1004.31,2024,1,1,1
133,33,MTR000033,2024-01-01 01:00:00,1002.22,2024,1,1,1
134,34,MTR000034,2024-01-01 01:00:00,1004.59,2024,1,1,1
135,35,MTR000035,2024-01-01 01:00:00,1003.62,2024,1,1,1
136,36,MTR000036,2024-01-01 01:00:00,1004.07,2024,1,1,1
137,37,MTR000037,2024-01-01 01:00:00,1001.64,2024,1,1,1
138,38,MTR000038,2024-01-01 01:00:00,1004.61,2024,1,1,1
139,39,MTR000039,2024-01-01 01:00:00,1002.06,2024,1,1,1
140,40,MTR000040,2024-01-01 01:00:00,1002.7,2024,1,1,1
141,41,MTR000041,2024-01-01 01:00:00,1001.54,2024,1,1,1
142,42,MTR000042,2024-01-01 01:00:00,1003.58,2024,1,1,1
143,43,MTR000043,2024-01-01 01:00:00,1003.44,2024,1,1,1
144,44,MTR000044,2024-01-01 01:00:00,1003.08,2024,1,1,1
