meter_reading_id,customer_id,meter_number,read_timestamp,meter_reading,year,month,day,hour
1301,1,MTR000001,2024-01-01 13:00:00,1021.71,2024,1,1,13
1302,2,MTR000002,2024-01-01 13:00:00,1015.31,2024,1,1,13
1303,3,MTR000003,2024-01-01 13:00:00,1023.51,2024,1,1,13
1304,4,MTR000004,2024-01-01 13:00:00,1020.39,2024,1,1,13
1305,5,MTR000005,2024-01-01 13:00:00,1021.07,2024,1,1,13
1306,6,MTR000006,2024-01-01 13:00:00,1020.1,2024,1,1,13
1307,7,MTR000007,2024-01-01 13:00:00,1025.0,2024,1,1,13
1308,8,MTR000008,2024-01-01 13:00:00,1018.21,2024,1,1,13
1309,9,MTR000009,2024-01-01 13:00:00,1018.13,2024,1,1,13
1310,10,MTR000010,2024-01-01 13:00:00,1023.32,2024,1,1,13
1311,11,MTR000011,2024-01-01 13:00:00,1021.92,2024,1,1,13
1312,12,MTR000012,2024-01-01 13:00:00,1023.92,2024,1,1,13
1313,13,MTR000013,2024-01-01 13:00:00,1021.25,2024,1,1,13
1314,14,MTR000014,2024-01-01 13:00:00,1023.98,2024,1,1,13
1315,15,MTR000015,2024-01-01 13:00:00,1021.33,2024,1,1,13
1316,16,MTR000016,2024-01-01 13:00:00,1017.66,2024,1,1,13
1317,17,MTR000017,2024-01-01 13:00:00,1019.44,2024,1,1,13
1318,18,MTR000018,2024-01-01 13:00:00,1026.19,2024,1,1,13
1319,19,MTR000019,2024-01-01 13:00:00,1021.74,2024,1,1,13
1320,20,MTR000020,2024-01-01 13:00:00,1020.19,2024,1,1,13
1321,21,MTR000021,2024-01-01 13:00:00,1020.73,2024,1,1,13
1322,22,MTR000022,2024-01-01 13:00:00,1019.96,2024,1,1,13
1323,23,MTR000023,2024-01-01 13:00:00,1024.09,2024,1,1,13
1324,24,MTR000024,2024-01-01 13:00:00,1019.04,2024,1,1,13
1325,25,MTR000025,2024-01-01 13:00:00,1019.49,2024,1,1,13
1326,26,MTR000026,2024-01-01 13:00:00,1023.68,2024,1,1,13
1327,27,MTR000027,2024-01-01 13:00:00,1022.08,2024,1,1,13
1328,28,MTR000028,2024-01-01 13:00:00,1025.09,2024,1,1,13
1329,29,MTR000029,2024-01-01 13:00:00,1026.67,2024,1,1,13
1330,30,MTR000030,2024-01-01 13:00:00,1023.51,2024,1,1,13
1331,31,MTR000031,2024-01-01 13:00:00,1021.42,2024,1,1,13
1332,32,MTR000032,2024-01-01 13:00:00,1019.88,2024,1,1,13
1333,33,MTR000033,2024-01-01 13:00:00,1019.36,2024,1,1,13
1334,34,MTR000034,2024-01-01 13:00:00,1017.81,2024,1,1,13
1335,35,MTR000035,2024-01-01 13:00:00,1021.57,2024,1,1,13
1336,36,MTR000036,2024-01-01 13:00:00,1017.82,2024,1,1,13
1337,37,MTR000037,2024-01-01 13:00:00,1020.33,2024,1,1,13
1338,38,MTR000038,2024-01-01 13:00:00,1020.47,2024,1,1,13
1339,39,MTR000039,2024-01-01 13:00:00,1021.04,2024,1,1,13
1340,40,MTR000040,2024-01-01 13:00:00,1016.45,2024,1,1,13
1341,41,MTR000041,2024-01-01 13:00:00,1020.34,2024,1,1,13
1342,42,MTR000042,2024-01-01 13:00:00,1019.63,2024,1,1,13
1343,43,MTR000043,2024-01-01 13:00:00,1020.51,2024,1,1,13
1344,44,MTR000044,2024-01-01 13:00:00,1024.83,2024,1,1,13
1345,45,MTR000045,2024-01-01 13:00:00,1018.44,2024,1,1,13
1346,46,MTR000046,2024-01-01 13:00:00,1022.97,2024,1,1,13
1347,47,MTR000047,2024-01-01 13:00:00,1020.0,2024,1,1,13
1348,48,MTR000048,2024-01-01 13:00:00,1019.17,2024,1,1,13
