meter_reading_id,customer_id,meter_number,read_timestamp,meter_reading,year,month,day,hour
501,1,MTR000001,2024-01-01 05:00:00,1013.99,2024,1,1,5
502,2,MTR000002,2024-01-01 05:00:00,1008.26,2024,1,1,5
503,3,MTR000003,2024-01-01 05:00:00,1010.81,2024,1,1,5
504,4,MTR000004,2024-01-01 05:00:00,1011.44,2024,1,1,5
505,5,MTR000005,2024-01-01 05:00:00,1008.55,2024,1,1,5
506,6,MTR000006,2024-01-01 05:00:00,1009.06,2024,1,1,5
507,7,MTR000007,2024-01-01 05:00:00,1012.68,2024,1,1,5
508,8,MTR000008,2024-01-01 05:00:00,1007.31,2024,1,1,5
509,9,MTR000009,2024-01-01 05:00:00,1005.67,2024,1,1,5
510,10,MTR000010,2024-01-01 05:00:00,1007.73,2024,1,1,5
511,11,MTR000011,2024-01-01 05:00:00,1011.16,2024,1,1,5
512,12,MTR000012,2024-01-01 05:00:00,1007.65,2024,1,1,5
513,13,MTR000013,2024-01-01 05:00:00,1007.91,2024,1,1,5
514,14,MTR000014,2024-01-01 05:00:00,1012.64,2024,1,1,5
515,15,MTR000015,2024-01-01 05:00:00,1009.17,2024,1,1,5
516,16,MTR000016,2024-01-01 05:00:00,1007.93,2024,1,1,5
517,17,MTR000017,2024-01-01 05:00:00,1011.27,2024,1,1,5
518,18,MTR000018,2024-01-01 05:00:00,1009.22,2024,1,1,5
519,19,MTR000019,2024-01-01 05:00:00,1008.49,2024,1,1,5
520,20,MTR000020,2024-01-01 05:00:00,1006.94,2024,1,1,5
521,21,MTR000021,2024-01-01 05:00:00,1009.44,2024,1,1,5
522,22,MTR000022,2024-01-01 05:00:00,1009.84,2024,1,1,5
523,23,MTR000023,2024-01-01 05:00:00,1008.54,2024,1,1,5
524,24,MTR000024,2024-01-01 05:00:00,1006.83,2024,1,1,5
525,25,MTR000025,2024-01-01 05:00:00,1007.22,2024,1,1,5
526,26,MTR000026,2024-01-01 05:00:00,1008.19,2024,1,1,5
527,27,MTR000027,2024-01-01 05:00:00,1008.79,2024,1,1,5
528,28,MTR000028,2024-01-01 05:00:00,1009.76,2024,1,1,5
529,29,MTR000029,2024-01-01 05:00:00,1012.13,2024,1,1,5
530,30,MTR000030,2024-01-01 05:00:00,1010.66,2024,1,1,5
531,31,MTR000031,2024-01-01 05:00:00,1010.03,2024,1,1,5
532,32,MTR000032,2024-01-01 05:00:00,1007.43,2024,1,1,5
533,33,MTR000033,2024-01-01 05:00:00,1009.48,2024,1,1,5
534,34,MTR000034,2024-01-01 05:00:00,1007.59,2024,1,1,5
535,35,MTR000035,2024-01-01 05:00:00,1009.07,2024,1,1,5
536,36,MTR000036,2024-01-01 05:00:00,1008.65,2024,1,1,5
537,37,MTR000037,2024-01-01 05:00:00,1006.1,2024,1,1,5
538,38,MTR000038,2024-01-01 05:00:00,1010.82,2024,1,1,5
539,39,MTR000039,2024-01-01 05:00:00,1008.51,2024,1,1,5
540,40,MTR000040,2024-01-01 05:00:00,1009.21,2024,1,1,5
541,41,MTR000041,2024-01-01 05:00:00,1008.01,2024,1,1,5
542,42,MTR000042,2024-01-01 05:00:00,1007.6,2024,1,1,5
543,43,MTR000043,2024-01-01 05:00:00,1009.72,2024,1,1,5
544,44,MTR000044,2024-01-01 05:00:00,1010.51,2024,1,1,5
545,45,MTR000045,2024-01-01 05:00:00,1009.09,2024,1,1,5
546,46,MTR000046,2024-01-01 05:00:00,1010.08,2024,1,1,5
547,47,MTR000047,2024-01-01 05:00:00,1008.14,2024,1,1,5
548,48,MTR000048,2024-01-01 05:00:00,1007.26,2024,1,1,5
549,49,MTR000049,2024-01-01 05:00:00,1011.57,2024,1,1,5
550,50,MTR000050,2024-01-01 05:00:00,1010.59,2024,1,1,5
551,51,MTR000051,2024-01-01 05:00:00,1008.17,2024,1,1,5
552,52,MTR000052,2024-01-01 05:00:00,1009.79,2024,1,1,5
553,53,MTR000053,2024-01-01 05:00:00,1008.03,2024,1,1,5
554,54,MTR000054,2024-01-01 05:00:00,1010.2,2024,1,1,5
555,55,MTR000055,2024-01-01 05:00:00,1006.1,2024,1,1,5
556,56,MTR000056,2024-01-01 05:00:00,1008.68,2024,1,1,5
557,57,MTR000057,2024-01-01 05:00:00,1011.45,2024,1,1,5
558,58,MTR000058,2024-01-01 05:00:00,1009.06,2024,1,1,5
559,59,MTR000059,2024-01-01 05:00:00,1007.8,2024,1,1,5
560,60,MTR000060,2024-01-01 05:00:00,1006.51,2024,1,1,5
