meter_reading_id,customer_id,meter_number,read_timestamp,meter_reading,year,month,day,hour
2201,1,MTR000001,2024-01-01 22:00:00,1038.35,2024,1,1,22
2202,2,MTR000002,2024-01-01 22:00:00,1031.81,2024,1,1,22
2203,3,MTR000003,2024-01-01 22:00:00,1039.78,2024,1,1,22
2204,4,MTR000004,2024-01-01 22:00:00,1029.04,2024,1,1,22
2205,5,MTR000005,2024-01-01 22:00:00,1033.64,2024,1,1,22
2206,6,MTR000006,2024-01-01 22:00:00,1031.04,2024,1,1,22
2207,7,MTR000007,2024-01-01 22:00:00,1033.81,2024,1,1,22
2208,8,MTR000008,2024-01-01 22:00:00,1029.79,2024,1,1,22
2209,9,MTR000009,2024-01-01 22:00:00,1033.06,2024,1,1,22
2210,10,MTR000010,2024-01-01 22:00:00,1036.17,2024,1,1,22
2211,11,MTR000011,2024-01-01 22:00:00,1036.59,2024,1,1,22
2212,12,MTR000012,2024-01-01 22:00:00,1036.42,2024,1,1,22
2213,13,MTR000013,2024-01-01 22:00:00,1034.0,2024,1,1,22
2214,14,MTR000014,2024-01-01 22:00:00,1038.45,2024,1,1,22
2215,15,MTR000015,2024-01-01 22:00:00,1032.36,2024,1,1,22
2216,16,MTR000016,2024-01-01 22:00:00,1028.49,2024,1,1,22
2217,17,MTR000017,2024-01-01 22:00:00,1039.27,2024,1,1,22
2218,18,MTR000018,2024-01-01 22:00:00,1035.56,2024,1,1,22
2219,19,MTR000019,2024-01-01 22:00:00,1032.18,2024,1,1,22
2220,20,MTR000020,2024-01-01 22:00:00,1038.74,2024,1,1,22
2221,21,MTR000021,2024-01-01 22:00:00,1035.29,2024,1,1,22
2222,22,MTR000022,2024-01-01 22:00:00,1038.6,2024,1,1,22
2223,23,MTR000023,2024-01-01 22:00:00,1037.48,2024,1,1,22
2224,24,MTR000024,2024-01-01 22:00:00,1032.15,2024,1,1,22
2225,25,MTR000025,2024-01-01 22:00:00,1038.77,2024,1,1,22
2226,26,MTR000026,2024-01-01 22:00:00,1037.9,2024,1,1,22
2227,27,MTR000027,2024-01-01 22:00:00,1040.01,2024,1,1,22
2228,28,MTR000028,2024-01-01 22:00:00,1042.82,2024,1,1,22
2229,29,MTR000029,2024-01-01 22:00:00,1039.31,2024,1,1,22
2230,30,MTR000030,2024-01-01 22:00:00,1041.09,2024,1,1,22
2231,31,MTR000031,2024-01-01 22:00:00,1042.02,2024,1,1,22
2232,32,MTR000032,2024-01-01 22:00:00,1034.06,2024,1,1,22
2233,33,MTR000033,2024-01-01 22:00:00,1035.37,2024,1,1,22
2234,34,MTR000034,2024-01-01 22:00:00,1028.81,2024,1,1,22
2235,35,MTR000035,2024-01-01 22:00:00,1034.99,2024,1,1,22
2236,36,MTR000036,2024-01-01 22:00:00,1027.04,2024,1,1,22
2237,37,MTR000037,2024-01-01 22:00:00,1030.91,2024,1,1,22
2238,38,MTR000038,2024-01-01 22:00:00,1038.14,2024,1,1,22
2239,39,MTR000039,2024-01-01 22:00:00,1034.12,2024,1,1,22
2240,40,MTR000040,2024-01-01 22:00:00,1032.29,2024,1,1,22
2241,41,MTR000041,2024-01-01 22:00:00,1032.65,2024,1,1,22
2242,42,MTR000042,2024-01-01 22:00:00,1032.42,2024,1,1,22
2243,43,MTR000043,2024-01-01 22:00:00,1035.99,2024,1,1,22
2244,44,MTR000044,2024-01-01 22:00:00,1040.47,2024,1,1,22
2245,45,MTR000045,2024-01-01 22:00:00,1031.4,2024,1,1,22
2246,46,MTR000046,2024-01-01 22:00:00,1035.85,2024,1,1,22
2247,47,MTR000047,2024-01-01 22:00:00,1034.75,2024,1,1,22
2248,48,MTR000048,2024-01-01 22:00:00,1028.98,2024,1,1,22
2249,49,MTR000049,2024-01-01 22:00:00,1040.15,2024,1,1,22
2250,50,MTR000050,2024-01-01 22:00:00,1038.77,2024,1,1,22
2251,51,MTR000051,2024-01-01 22:00:00,1035.06,2024,1,1,22
2252,52,MTR000052,2024-01-01 22:00:00,1034.11,2024,1,1,22
2253,53,MTR000053,2024-01-01 22:00:00,1038.68,2024,1,1,22
2254,54,MTR000054,2024-01-01 22:00:00,1034.89,2024,1,1,22
2255,55,MTR000055,2024-01-01 22:00:00,1036.42,2024,1,1,22
2256,56,MTR000056,2024-01-01 22:00:00,1034.5,2024,1,1,22
2257,57,MTR000057,2024-01-01 22:00:00,1033.78,2024,1,1,22
2258,58,MTR000058,2024-01-01 22:00:00,1033.58,2024,1,1,22
