meter_reading_id,customer_id,meter_number,read_timestamp,meter_reading,year,month,day,hour
701,1,MTR000001,2024-01-01 07:00:00,1016.2,2024,1,1,7
702,2,MTR000002,2024-01-01 07:00:00,1010.03,2024,1,1,7
703,3,MTR000003,2024-01-01 07:00:00,1014.31,2024,1,1,7
704,4,MTR000004,2024-01-01 07:00:00,1013.29,2024,1,1,7
705,5,MTR000005,2024-01-01 07:00:00,1013.19,2024,1,1,7
706,6,MTR000006,2024-01-01 07:00:00,1010.24,2024,1,1,7
707,7,MTR000007,2024-01-01 07:00:00,1015.22,2024,1,1,7
708,8,MTR000008,2024-01-01 07:00:00,1010.97,2024,1,1,7
709,9,MTR000009,2024-01-01 07:00:00,1010.93,2024,1,1,7
710,10,MTR000010,2024-01-01 07:00:00,1011.96,2024,1,1,7
711,11,MTR000011,2024-01-01 07:00:00,1013.72,2024,1,1,7
712,12,MTR000012,2024-01-01 07:00:00,1010.52,2024,1,1,7
713,13,MTR000013,2024-01-01 07:00:00,1011.09,2024,1,1,7
714,14,MTR000014,2024-01-01 07:00:00,1013.72,2024,1,1,7
715,15,MTR000015,2024-01-01 07:00:00,1012.49,2024,1,1,7
716,16,MTR000016,2024-01-01 07:00:00,1009.43,2024,1,1,7
717,17,MTR000017,2024-01-01 07:00:00,1013.55,2024,1,1,7
718,18,MTR000018,2024-01-01 07:00:00,1013.67,2024,1,1,7
719,19,MTR000019,2024-01-01 07:00:00,1011.5,2024,1,1,7
720,20,MTR000020,2024-01-01 07:00:00,1012.37,2024,1,1,7
721,21,MTR000021,2024-01-01 07:00:00,1013.89,2024,1,1,7
722,22,MTR000022,2024-01-01 07:00:00,1011.58,2024,1,1,7
723,23,MTR000023,2024-01-01 07:00:00,1010.97,2024,1,1,7
724,24,MTR000024,2024-01-01 07:00:00,1008.51,2024,1,1,7
725,25,MTR000025,2024-01-01 07:00:00,1009.76,2024,1,1,7
726,26,MTR000026,2024-01-01 07:00:00,1010.66,2024,1,1,7
727,27,MTR000027,2024-01-01 07:00:00,1014.32,2024,1,1,7
728,28,MTR000028,2024-01-01 07:00:00,1014.31,2024,1,1,7
729,29,MTR000029,2024-01-01 07:00:00,1015.97,2024,1,1,7
730,30,MTR000030,2024-01-01 07:00:00,1014.12,2024,1,1,7
